FID,Autonum,Ref_CODE,CONTINENT,REGION,WHO_region,ISO_CTRY,ADM0_NAME,ADM0_CODE,ADM1_NAME,ADM1_CODE,ADM2_NAME1,ADM2_NAME2,ADM2_CODE1,ADM2_CODE2,District,ADM_Level,Site_name,Name_Posit,GEORELIABI,Urbanizat,Latitude,Longitude,Cartograph,PoT,Coverage,Trial_Cont,Period,Year_start,Year_end,month,N_rounds,Method_0,Method_1,Method_2,BS_smear,BS_ICT,BS_other,Day_Night,LF_species,Sex,Age_Range,Age_start,Age_end,pop_Mf,np_Mf,prev_Mf,density,mfload_met,popMf_Filt,npMf_Filt,prev_Filt,pop_ICT,np_ICT,prev_ICT,pop_others,np_others,prev_other,prev_high,pop_hydroc,np_hydroc,pop_lymph,np_lymph,pop_clinic,np_clinic,Source_dat,Source_d_1,Source_d_2,Source_d_3,Reference,Notes,Notes_JC,Status,Reviewed,Approval,Occurrence,Source_d_4,Yr_Start,Yr_End,Poverty,Temp,AnnRain,AridityInd,LANDCOV,lnLF,landcov14,landcov2030,landcov4060,landcov110120130,landcov170
186,3472,LF3472NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Imo,2222,,,,,Health,Location,Assa,Assa,1,,5.85398,6.99378,AFRO,Preintervention,No,No,after 2000,0,0,,0,Mapping Survey,Parasitological,Blood smear,20,0,0,Night,Wuchereria bancrofti,M/F,Adults,20,99,100,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,NGA0034LF,"Ajero et al., 2007",Journal,2007,NGA0029LF,,"Data collected from Okorie et al., 2013",OK,Yes,Yes,1,NGA0034LF,0,0,0.0528546199,26.5,2035,12758,130,-2.302585093,0,0,0,1,0
187,3473,LF3473NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Imo,2222,,,,,Health,Location,Mgbirichi,Mgbirichi,1,,5.35634,6.95216,AFRO,Preintervention,No,No,after 2000,0,0,,0,Mapping Survey,Parasitological,Blood smear,20,0,0,Night,Wuchereria bancrofti,M/F,Adults,20,99,100,18,0.18,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,NGA0034LF,"Ajero et al., 2007",Journal,2007,NGA0029LF,,"Data collected from Okorie et al., 2013",OK,Yes,Yes,1,NGA0034LF,0,0,0.0454282239,26.4,2266,14387,30,-1.714798428,0,1,0,0,0
188,3474,LF3474NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Imo,2222,Ohaji/Egbema,Ohaji/Egbema,NGP017012000000000000,NGP017012000000000000,Health,Location,Egbema,Egbema,1,,4.929226,6.548014,AFRO,Preintervention,No,No,after 2000,0,0,,0,Mapping Survey,Parasitological,Blood smear,20,0,0,Night,Wuchereria bancrofti,M/F,Adults,20,99,100,11,0.11,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,NGA0034LF,"Ajero et al., 2007",Journal,2007,NGA0029LF,,"Data collected from Okorie et al., 2013",OK,Yes,Yes,1,NGA0034LF,0,0,0.0657651946,26.7,2661,17134,40,-2.207274913,0,0,1,0,0
189,3475,LF3475NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Imo,2222,Ohaji/Egbema,Ohaji/Egbema,NGP017012000000000000,NGP017012000000000000,Health,Location,Mmalu,Mmalu,1,,5.4,6.83,AFRO,Preintervention,No,No,after 2000,0,0,,0,Mapping Survey,Parasitological,Blood smear,20,0,0,Night,Wuchereria bancrofti,M/F,Adults,20,99,100,16,0.16,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,NGA0034LF,"Ajero et al., 2007",Journal,2007,NGA0029LF,,"Data collected from Okorie et al., 2013",OK,Yes,Yes,1,NGA0034LF,0,0,0.0482033305,26.5,2282,14488,30,-1.832581464,0,1,0,0,0
190,3476,LF3476NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Imo,2222,Ohaji/Egbema,Ohaji/Egbema,NGP017012000000000000,NGP017012000000000000,Health,Location,Nwori,Nwori,1,,6.154846,6.782935,AFRO,Preintervention,No,No,after 2000,0,0,,0,Mapping Survey,Parasitological,Blood smear,20,0,0,Night,Wuchereria bancrofti,M/F,Adults,20,99,100,13,0.13,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,NGA0034LF,"Ajero et al., 2007",Journal,2007,NGA0029LF,,"Data collected from Okorie et al., 2013",OK,Yes,Yes,1,NGA0034LF,0,0,0.0084114419,27.2,1803,11027,190,-2.040220829,0,0,0,0,0
191,3477,LF3477NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Imo,2222,Oguta,Oguta,NGP017001000000000000,NGP017001000000000000,Health,Location,Orsu-Obodo,Obodo,2,,5.89948,7.07569,AFRO,Preintervention,No,No,after 2000,0,0,,0,Mapping Survey,Parasitological,Blood smear,20,0,0,Night,Wuchereria bancrofti,M/F,Adults,20,99,99,9,0.091,0,0,0,0,0,0,0,0,0,0,0,0.091,0,0,0,0,0,0,NGA0034LF,"Ajero et al., 2007",Journal,2007,NGA0029LF,,"Data collected from Okorie et al., 2013",OK,Yes,Yes,1,NGA0034LF,0,0,0.0472302735,26.1,2028,12794,130,-2.396895772,0,0,0,1,0
192,3478,LF3478NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Imo/Anambra,2222,,,,,Health,Location,Onuokiko,Onuokiko,1,,5.84,6.85,AFRO,Preintervention,No,No,after 2000,0,0,,0,Mapping Survey,Parasitological,Blood smear,20,0,0,Night,Wuchereria bancrofti,M/F,Adults,20,99,100,14,0.14,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,NGA0034LF,"Ajero et al., 2007",Journal,2007,NGA0029LF,,"Data collected from Okorie et al., 2013",OK,Yes,Yes,1,NGA0034LF,0,0,0.0918572694,26.8,2038,12727,130,-1.966112856,0,0,0,1,0
193,3479,LF3479NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Imo,2222,,,,,Health,Location,Nkwesi,Nkwesi,1,,5.6,7.033333,AFRO,Preintervention,No,No,after 2000,0,0,,0,Mapping Survey,Parasitological,Blood smear,20,0,0,Night,Wuchereria bancrofti,M/F,Adults,20,99,100,9,0.09,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,NGA0034LF,"Ajero et al., 2007",Journal,2007,NGA0029LF,,"Data collected from Okorie et al., 2013",OK,Yes,Yes,1,NGA0034LF,0,0,0.1033569053,26.2,2172,13784,30,-2.407945609,0,1,0,0,0
194,3480,LF3480NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Imo,2222,,,,,Health,Location,Mgbela,Ngbele,2,,5.666667,6.85,AFRO,Preintervention,No,No,after 2000,0,0,,0,Mapping Survey,Parasitological,Blood smear,20,0,0,Night,Wuchereria bancrofti,M/F,Adults,20,99,100,15,0.15,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,NGA0034LF,"Ajero et al., 2007",Journal,2007,NGA0029LF,,"Data collected from Okorie et al., 2013",OK,Yes,Yes,1,NGA0034LF,0,0,0.0964026749,26.6,2148,13492,30,-1.897119985,0,1,0,0,0
195,3481,LF3481NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Imo/Anambra,2222,,,,,Health,Location,Ndeogu,Ndeogbu,2,,6.37312,8.28621,AFRO,Preintervention,No,No,after 2000,0,0,,0,Mapping Survey,Parasitological,Blood smear,20,0,0,Night,Wuchereria bancrofti,M/F,Adults,20,99,100,16,0.16,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,NGA0034LF,"Ajero et al., 2007",Journal,2007,NGA0029LF,,"Data collected from Okorie et al., 2013",OK,Yes,Yes,1,NGA0034LF,0,0,0.8342337608,27.5,1932,11445,20,-1.832581464,0,1,0,0,0
196,3482,LF3482NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Imo/Anambra,2222,,,,,Health,Location,Edu,Edu,1,,8.78225,5.29471,AFRO,Preintervention,No,No,after 2000,0,0,,0,Mapping Survey,Parasitological,Blood smear,20,0,0,Night,Wuchereria bancrofti,M/F,Adults,20,99,100,18,0.18,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,NGA0034LF,"Ajero et al., 2007",Journal,2007,NGA0029LF,,"Data collected from Okorie et al., 2013",OK,Yes,Yes,1,NGA0034LF,0,0,0.1269632727,27.1,1178,6437,130,-1.714798428,0,0,0,1,0
197,3483,LF3483NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Imo,2222,,,,,Health,Location,Awara,Awarra,2,,5.35438,6.77118,AFRO,Preintervention,No,No,after 2000,0,0,,0,Mapping Survey,Parasitological,Blood smear,20,0,0,Night,Wuchereria bancrofti,M/F,Adults,20,99,100,16,0.16,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,NGA0034LF,"Ajero et al., 2007",Journal,2007,NGA0029LF,,"Data collected from Okorie et al., 2013",OK,Yes,Yes,1,NGA0034LF,0,0,0.0639451668,26.5,2315,14726,30,-1.832581464,0,1,0,0,0
198,3484,LF3484NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Imo,2222,,,,,Health,Location,Abachaeke,Abachaeke,1,,6.330559,8.129453,AFRO,Preintervention,No,No,after 2000,0,0,,0,Mapping Survey,Parasitological,Blood smear,20,0,0,Night,Wuchereria bancrofti,M/F,Adults,20,99,100,18,0.18,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,NGA0034LF,"Ajero et al., 2007",Journal,2007,NGA0029LF,,"Data collected from Okorie et al., 2013",OK,Yes,Yes,1,NGA0034LF,0,0,0.3503712714,27.7,1917,11370,20,-1.714798428,0,1,0,0,0
199,3485,LF3485NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Imo,2222,Oguta,Oguta,NGP017001000000000000,NGP017001000000000000,Health,Location,Osse-mmahu,Ossu,3,,5.666667,6.783333,AFRO,Preintervention,No,No,after 2000,0,0,,0,Mapping Survey,Parasitological,Blood smear,20,0,0,Night,Wuchereria bancrofti,M/F,Adults,20,99,100,30,0.3,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,NGA0034LF,"Ajero et al., 2007",Journal,2007,NGA0029LF,,"Data collected from Okorie et al., 2013",OK,Yes,Yes,1,NGA0034LF,0,0,0.0495354868,26.9,2152,13475,30,-1.203972804,0,1,0,0,0
200,3486,LF3486NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Imo,2222,Ohaji/Egbema,Ohaji/Egbema,NGP017012000000000000,NGP017012000000000000,Health,Location,Elue,Elu,2,,5.64465,7.83303,AFRO,Preintervention,No,No,after 2000,0,0,,0,Mapping Survey,Parasitological,Blood smear,20,0,0,Night,Wuchereria bancrofti,M/F,Adults,20,99,100,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,NGA0034LF,"Ajero et al., 2007",Journal,2007,NGA0029LF,,"Data collected from Okorie et al., 2013",OK,Yes,Yes,1,NGA0034LF,0,0,0.2175325751,26.2,2135,13501,20,-1.609437912,0,1,0,0,0
201,3487,LF3487NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Imo,2222,Oguta,Oguta,NGP017001000000000000,NGP017001000000000000,Health,Location,Eze-Orsu,Eze,1,,5.95,6.81,AFRO,Preintervention,No,No,after 2000,0,0,,0,Mapping Survey,Parasitological,Blood smear,20,0,0,Night,Wuchereria bancrofti,M/F,Adults,20,99,100,13,0.13,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,NGA0034LF,"Ajero et al., 2007",Journal,2007,NGA0029LF,,"Data collected from Okorie et al., 2013",OK,Yes,Yes,1,NGA0034LF,0,0,0.0619445443,27.2,1960,12106,130,-2.040220829,0,0,0,1,0
202,3488,LF3488NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Imo,2222,,,,,Health,Location,Egbuoma,Egbama,2,,4.923,6.57255,AFRO,Preintervention,No,No,after 2000,0,0,,0,Mapping Survey,Parasitological,Blood smear,20,0,0,Night,Wuchereria bancrofti,M/F,Adults,20,99,100,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,NGA0034LF,"Ajero et al., 2007",Journal,2007,NGA0029LF,,"Data collected from Okorie et al., 2013",OK,Yes,Yes,1,NGA0034LF,0,0,0.0657651946,26.7,2639,16981,30,-1.609437912,0,1,0,0,0
203,3489,LF3489NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Imo,2222,Oguta,Oguta,NGP017001000000000000,NGP017001000000000000,Health,Location,Oguta,Oguta,1,,5.70978,6.81515,AFRO,Preintervention,No,No,after 2000,0,0,,0,Mapping Survey,Parasitological,Blood smear,20,0,0,Night,Wuchereria bancrofti,M/F,Adults,20,99,100,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,NGA0034LF,"Ajero et al., 2007",Journal,2007,NGA0029LF,,"Data collected from Okorie et al., 2013",OK,Yes,Yes,1,NGA0034LF,0,0,0.1196599379,26.9,2115,13218,170,-1.609437912,0,0,0,0,1
204,3490,LF3490NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Imo,2222,,,,,Health,Location,Egwe,Egwe,1,,5.70962,6.83198,AFRO,Preintervention,No,No,after 2000,0,0,,0,Mapping Survey,Parasitological,Blood smear,20,0,0,Night,Wuchereria bancrofti,M/F,Adults,20,99,100,24,0.24,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,NGA0034LF,"Ajero et al., 2007",Journal,2007,NGA0029LF,,"Data collected from Okorie et al., 2013",OK,Yes,Yes,1,NGA0034LF,0,0,0.1196599379,26.7,2122,13258,30,-1.427116356,0,1,0,0,0
205,3491,LF3491NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Imo,2222,,,,,Health,Location,Nnebukwu,Mbukwa,3,,5.47943,7.67379,AFRO,Preintervention,No,No,after 2000,0,0,,0,Mapping Survey,Parasitological,Blood smear,20,0,0,Night,Wuchereria bancrofti,M/F,Adults,20,99,100,22,0.22,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,NGA0034LF,"Ajero et al., 2007",Journal,2007,NGA0029LF,,"Data collected from Okorie et al., 2013",OK,Yes,Yes,1,NGA0034LF,0,0,0.1191581413,26.7,2176,13668,40,-1.514127733,0,0,1,0,0
206,3492,LF3492NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Imo/Anambra,2222,,,,,Health,Location,Ezeigbo,Ezingbo,2,,6.7386,7.5606,AFRO,Preintervention,No,No,after 2000,0,0,,0,Mapping Survey,Parasitological,Blood smear,20,0,0,Night,Wuchereria bancrofti,M/F,Adults,20,99,100,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,NGA0034LF,"Ajero et al., 2007",Journal,2007,NGA0029LF,,"Data collected from Okorie et al., 2013",OK,Yes,Yes,1,NGA0034LF,0,0,0.7396470904,26,1617,9932,40,-1.609437912,0,0,1,0,0
207,3493,LF3493NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Imo,2222,Oguta,Oguta,NGP017001000000000000,NGP017001000000000000,Health,Location,Abaziem,Abaziem,1,,5.71,6.81,AFRO,Preintervention,No,No,after 2000,0,0,,0,Mapping Survey,Parasitological,Blood smear,20,0,0,Night,Wuchereria bancrofti,M/F,Adults,20,99,100,14,0.14,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,NGA0034LF,"Ajero et al., 2007",Journal,2007,NGA0029LF,,"Data collected from Okorie et al., 2013",OK,Yes,Yes,1,NGA0034LF,0,0,0.1196599379,26.9,2115,13218,170,-1.966112856,0,0,0,0,1
208,3494,LF3494NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Imo,2222,Ohaji/Egbema,Ohaji/Egbema,NGP017012000000000000,NGP017012000000000000,Health,Location,Obiakpu,Obiakpu,1,,5.50663,6.75645,AFRO,Preintervention,No,No,after 2000,0,0,,0,Mapping Survey,Parasitological,Blood smear,20,0,0,Night,Wuchereria bancrofti,M/F,Adults,20,99,100,21,0.21,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,NGA0034LF,"Ajero et al., 2007",Journal,2007,NGA0029LF,,"Data collected from Okorie et al., 2013",OK,Yes,Yes,1,NGA0034LF,0,0,0.0341796726,26.7,2247,14140,30,-1.560647748,0,1,0,0,0
209,3495,LF3495NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Imo,2222,Oguta,Oguta,NGP017001000000000000,NGP017001000000000000,Health,Location,Oguta,Oguta,1,,5.70978,6.81515,AFRO,Preintervention,No,No,after 2000,0,0,,0,Mapping Survey,Parasitological,Blood smear,20,0,0,Night,Wuchereria bancrofti,M/F,Adults,30,85,200,40,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,NGA0035LF,"Ojiako & Onyeze, 2009",Journal,2009,NGA0029LF,,"Data collected from Okorie et al., 2013",OK,Yes,Yes,1,NGA0035LF,0,0,0.1196599379,26.9,2115,13218,170,-1.609437912,0,0,0,0,1
210,3496,LF3496NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Imo,2222,Okigwe,Okigwe,NGP017014000000000000,NGP017014000000000000,Health,Location,Amuro,Amuro,1,,5.46484,7.58723,AFRO,Preintervention,No,No,after 2000,0,0,,0,Mapping Survey,Parasitological,Blood smear,20,0,0,Night,Wuchereria bancrofti,M/F,Adults,21,90,200,10,0.05,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,NGA0036LF,"Obi et al., 2010",Journal,2010,NGA0029LF,,"Data collected from Okorie et al., 2013",OK,Yes,Yes,1,NGA0036LF,0,0,0.0673799217,26.2,2183,13853,30,-2.995732274,0,1,0,0,0
211,3497,LF3497NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Benue,2215,Obi,Obi,NGP007019000000000000,NGP007019000000000000,Health,Location,Obarike,Obariku,1,,5.91575,6.22548,AFRO,Preintervention,No,No,after 2000,2006,2006,May/August,0,Mapping Survey,Clinical/Serological,Clinical/ICT,0,100,0,Day,Wuchereria bancrofti,M/F,,0,0,0,0,0,0,0,0,0,0,50,17,0.34,0,0,0,0.34,50,3,50,2,0,0,NGA0037LF,"Omudu & Okafor, 2007",Journal,2007,NGA0029LF,,"Data collected from Okorie et al., 2013",OK,Yes,Yes,1,NGA0037LF,2006,2006,0.0096882451,26.7,2155,13502,110,0,0,0,0,1,0
212,3498,LF3498NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Benue,2215,Obi,Obi,NGP007019000000000000,NGP007019000000000000,Health,Location,Odiapa,Odiapa,1,,7.0508,8.3219,AFRO,Preintervention,No,No,after 2000,2006,2006,May/August,0,Mapping Survey,Clinical/Serological,Clinical/ICT,0,100,0,Day,Wuchereria bancrofti,M/F,,0,0,0,0,0,0,0,0,0,0,61,31,0.508,0,0,0,0.508,61,4,61,1,0,0,NGA0037LF,"Omudu & Okafor, 2007",Journal,2007,NGA0029LF,,"Data collected from Okorie et al., 2013",OK,Yes,Yes,1,NGA0037LF,2006,2006,0.2546036839,27.1,1559,9048,130,0,0,0,0,1,0
213,3499,LF3499NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Imo,2222,Owerri west,Owerri west,NGP017004000000000000,NGP017004000000000000,Health,Location,Umuezereokam,Umuezekaoha,2,,6.65,8,AFRO,Preintervention,No,No,after 2000,0,0,,0,Mapping Survey,Parasitological,Blood smear,20,0,0,Night,Wuchereria bancrofti,M/F,Adults/Children,11,80,200,43,0.215,0,0,0,0,0,0,0,0,0,0,0,0.215,0,0,0,0,0,0,NGA0038LF,"Obi et al., 2011",Journal,2011,NGA0029LF,,"Data collected from Okorie et al., 2013",OK,Yes,Yes,1,NGA0038LF,0,0,0.8819689751,27,1718,10281,20,-1.537117251,0,1,0,0,0
214,3500,LF3500NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Imo,2222,Owerri North,Owerri North,NGP017005000000000000,NGP017005000000000000,Health,Location,Ebikoro,Ewekoro,4,,6.93034,3.22156,AFRO,Preintervention,No,No,after 2000,0,0,,0,Mapping Survey,Parasitological,Blood smear,20,0,0,Night,Wuchereria bancrofti,M/F,Adults/Children,11,80,200,47,0.235,0,0,0,0,0,0,0,0,0,0,0,0.235,0,0,0,0,0,0,NGA0038LF,"Obi et al., 2011",Journal,2011,NGA0029LF,I have not found a location with this name in Imo state but in Ogu,"Data collected from Okorie et al., 2013",OK,Yes,Yes,1,NGA0038LF,0,0,0.2890260816,27.2,1296,8192,40,-1.448169765,0,0,1,0,0
215,3501,LF3501NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Imo,2222,Ngor Okpala,,,,Health,Location,Nguru,Nguru,1,,5.3708,7.1294,AFRO,Preintervention,No,No,after 2000,0,0,,0,Mapping Survey,Parasitological,Blood smear,20,0,0,Night,Wuchereria bancrofti,M/F,Adults/Children,11,80,200,56,0.28,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,NGA0038LF,"Obi et al., 2011",Journal,2011,NGA0029LF,,"Data collected from Okorie et al., 2013",OK,Yes,Yes,1,NGA0038LF,0,0,0.0933391601,26.3,2228,14143,40,-1.272965676,0,0,1,0,0
216,3502,LF3502NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Plateau,65707,Mikang,Mikang,NGP032017000000000000,NGP032017000000000000,Health,Location,Piapung,Pyapun,2,,9.033333,9.516667,AFRO,Postintervention,Country,No,after 2000,2008,2008,,6,SS/Spot,Serological,ICT,0,100,0,Day,Wuchereria bancrofti,M/F,Adults/Children,2,99,0,0,0,0,0,0,0,0,62,9,0.145,0,0,0,0.145,0,0,0,0,0,0,NGA0025LF,"Richards et al., 2011",Journal,2011,NGA0029LF,,"Data collected from Okorie et al., 2013",OK,Yes,Yes,1,NGA0025LF,2008,2008,0.5293435454,27.4,1190,6302,14,0,1,0,0,0,0
217,3533,LF3533NG,Africa,Western Africa,AFRO,NG,Nigeria,182,Bayelsa,65700,Yanagoa,Yanagoa,NGP006004000000000000,NGP006004000000000000,Health,Location,Epi Creek,Epi Creek,1,,4.93802,6.28217,AFRO,Preintervention,No,No,after 2000,2009,2010,,0,Mapping Survey,Clinical/Parasitological/Serological,Clinical/Filtration/ICT,0,100,1000,Night,Wuchereria bancrofti,M/F,Adults/Children,10,60,0,0,0,0,0,1803,127,0.07,1803,203,0.113,0,0,0,0.113,896,18,1803,30,0,0,NGA0039LF,"Ebenezer et al., 2011",Journal,2011,NGA0029LF,,"Data collected from Okorie et al., 2013",OK,Yes,Yes,1,NGA0039LF,2009,2010,0.0353688449,26.7,2892,18803,30,0,0,1,0,0,0
